significantWaveHeight,peakPeriod,meanPeriod,peakDirection,peakDirectionalSpread,meanDirection,meanDirectionalSpread,timestamp,latitude,longitude
0.03,25.6,3.06,187.352,77.226,159.444,78.972,2022-05-07T16:10:25.000Z,22.3047,39.1036
0.01,14.62,3.0,62.537,73.934,28.811,79.2,2022-05-07T17:10:25.000Z,22.3047,39.10358
0.02,25.6,8.3,16.504,77.611,352.648,75.916,2022-05-07T18:40:25.000Z,22.30473,39.10357
0.01,25.6,7.16,321.009,77.752,336.038,77.846,2022-05-07T19:10:25.000Z,22.30472,39.10357
0.02,20.48,3.48,190.587,76.596,163.61,80.324,2022-05-07T19:40:25.000Z,22.3047,39.10358
0.03,9.3,5.26,100.437,77.908,148.392,79.81,2022-05-07T20:10:25.000Z,22.30468,39.10358
0.02,25.6,7.08,170.72,74.637,202.865,77.379,2022-05-07T21:10:25.000Z,22.30468,39.10355
0.05,12.8,7.22,317.203,73.381,218.48,79.031,2022-05-07T21:40:25.000Z,22.30468,39.10353
0.06,25.6,9.46,135.0,76.949,75.964,80.373,2022-05-07T22:10:25.000Z,22.30465,39.10353
0.05,25.6,6.74,325.972,75.23,319.574,78.169,2022-05-07T22:40:25.000Z,22.30465,39.10357
0.07,25.6,9.98,307.036,75.374,282.284,75.836,2022-05-07T23:10:25.000Z,22.30467,39.10355
0.07,25.6,10.26,107.281,79.14,148.768,76.551,2022-05-07T23:40:25.000Z,22.3045,39.10368
0.14,25.6,13.44,325.923,79.386,165.689,76.919,2022-05-08T00:10:25.000Z,22.30462,39.10357
0.04,12.8,6.24,174.362,71.154,207.979,79.58,2022-05-08T00:40:25.000Z,22.30465,39.10355
0.03,25.6,5.94,353.991,78.726,57.265,79.699,2022-05-08T01:10:25.000Z,22.30465,39.10357
0.05,17.06,7.56,287.745,79.982,42.709,80.325,2022-05-08T01:40:25.000Z,22.30467,39.10357
0.01,25.6,5.82,180.0,80.072,155.433,79.49,2022-05-08T02:10:25.000Z,22.30467,39.10357
0.05,25.6,8.98,124.756,78.631,165.203,76.564,2022-05-08T02:40:25.000Z,22.30463,39.10357
0.08,25.6,10.52,208.037,73.053,224.215,76.831,2022-05-08T03:10:25.000Z,22.30465,39.10357
0.07,25.6,10.02,260.811,75.375,226.779,76.385,2022-05-08T03:40:25.000Z,22.30465,39.10357
0.04,20.48,7.56,128.157,80.32,321.71,80.064,2022-05-08T04:10:25.000Z,22.30465,39.10357
0.04,20.48,8.24,185.648,73.429,202.964,78.45,2022-05-08T05:10:25.000Z,22.30467,39.10357
0.03,10.24,4.98,153.958,77.052,136.79,79.215,2022-05-08T05:40:25.000Z,22.30467,39.10358
0.04,20.48,3.98,55.229,73.068,84.719,76.149,2022-05-08T06:10:25.000Z,22.30467,39.10358
0.01,20.48,5.88,254.327,75.094,235.008,79.565,2022-05-08T07:10:25.000Z,22.30465,39.10362
0.02,17.06,3.32,258.331,77.218,180.0,80.032,2022-05-08T08:40:25.000Z,22.30463,39.1036
0.03,25.6,9.42,359.246,77.96,347.471,79.182,2022-05-08T09:10:25.000Z,22.30465,39.1036
0.06,25.6,3.24,160.62,72.192,167.735,77.21,2022-05-08T09:40:25.000Z,22.30465,39.10362
0.05,1.34,1.98,188.973,80.263,183.18,80.311,2022-05-08T10:10:25.000Z,22.30467,39.1036
0.06,1.34,1.98,6.546,78.559,133.394,77.973,2022-05-08T10:40:25.000Z,22.30465,39.1036
0.06,25.6,2.2,57.848,79.374,103.241,78.926,2022-05-08T11:40:25.000Z,22.30465,39.1036
0.03,1.5,1.52,277.214,77.811,200.556,79.319,2022-05-08T12:10:25.000Z,22.30465,39.1036
0.05,1.5,1.74,8.185,74.96,5.194,80.59,2022-05-08T12:40:25.000Z,22.30467,39.10362
0.04,1.48,1.86,105.555,72.617,166.759,79.633,2022-05-08T13:10:25.000Z,22.30467,39.10362
0.04,1.56,1.9,15.003,70.032,127.972,78.942,2022-05-08T13:40:25.000Z,22.30467,39.10362
0.04,25.6,2.72,115.88,76.453,134.193,79.015,2022-05-08T14:10:25.000Z,22.30467,39.1036
0.04,25.6,3.4,303.797,74.886,302.735,80.367,2022-05-08T14:40:25.000Z,22.30465,39.10358
0.03,25.6,2.98,90.0,75.067,94.844,78.649,2022-05-08T15:10:25.000Z,22.30467,39.10358
0.01,17.06,3.36,139.998,73.263,142.275,78.33,2022-05-08T15:40:25.000Z,22.3047,39.1036
0.02,12.8,3.32,41.455,77.793,135.0,79.616,2022-05-08T16:10:25.000Z,22.3047,39.1036
0.02,2.68,3.24,75.411,41.526,117.216,79.454,2022-05-08T16:40:25.000Z,22.30468,39.10358
0.01,20.48,3.34,12.115,72.882,1.494,76.337,2022-05-08T17:10:25.000Z,22.30468,39.10358
0.02,20.48,4.28,48.24,73.219,108.06,79.089,2022-05-08T18:10:25.000Z,22.30465,39.10358
0.01,14.62,4.24,237.947,75.864,295.56,78.983,2022-05-08T18:40:25.000Z,22.30467,39.10358
0.03,17.06,4.92,195.038,78.233,157.38,80.512,2022-05-08T19:10:25.000Z,22.30467,39.10358
0.03,20.48,7.34,279.189,78.253,270.0,80.552,2022-05-08T19:40:25.000Z,22.30467,39.10362
0.04,20.48,7.54,331.982,75.981,49.086,80.239,2022-05-08T20:10:25.000Z,22.30467,39.10362
0.02,25.6,5.92,313.951,72.983,320.143,75.195,2022-05-08T20:40:25.000Z,22.30465,39.1036
0.06,25.6,9.58,345.763,75.355,341.114,79.422,2022-05-08T21:10:25.000Z,22.30465,39.10362
0.04,14.62,6.2,120.669,76.967,74.055,79.574,2022-05-08T21:40:25.000Z,22.30467,39.10358
0.03,8.52,4.56,259.824,79.444,90.0,80.949,2022-05-08T22:10:25.000Z,22.30467,39.10358
0.06,25.6,9.52,352.27,71.654,351.079,73.812,2022-05-08T22:40:25.000Z,22.30467,39.1036
0.06,20.48,8.52,329.446,69.813,340.602,77.99,2022-05-08T23:10:25.000Z,22.30467,39.1036
0.11,25.6,13.12,145.62,73.373,150.974,72.772,2022-05-08T23:40:25.000Z,22.30452,39.10365
0.12,25.6,12.94,154.55,73.388,156.312,74.022,2022-05-09T00:10:25.000Z,22.30467,39.1036
0.05,20.48,7.88,228.155,77.385,243.435,80.048,2022-05-09T00:40:25.000Z,22.30463,39.10358
0.06,25.6,9.96,186.254,78.066,118.301,78.05,2022-05-09T01:10:25.000Z,22.30463,39.10358
0.05,25.6,9.52,278.902,77.63,270.0,78.82,2022-05-09T01:40:25.000Z,22.30467,39.1036
0.02,7.86,4.22,336.477,77.27,326.31,79.442,2022-05-09T02:10:25.000Z,22.30467,39.1036
0.05,25.6,8.66,99.142,77.46,47.437,78.349,2022-05-09T02:40:25.000Z,22.30467,39.10358
0.07,20.48,9.0,207.962,77.311,217.694,77.655,2022-05-09T03:10:25.000Z,22.30467,39.10357
0.07,20.48,10.74,337.443,75.247,331.032,78.453,2022-05-09T03:40:25.000Z,22.30467,39.10357
0.04,25.6,8.08,147.812,71.216,152.969,74.206,2022-05-09T04:10:25.000Z,22.30467,39.10357
0.02,25.6,5.26,11.821,75.629,12.804,78.302,2022-05-09T04:40:25.000Z,22.30468,39.10355
0.01,25.6,8.86,172.763,75.832,160.159,76.836,2022-05-09T05:40:25.000Z,22.30467,39.10358
0.05,25.6,4.2,36.027,71.895,23.791,76.898,2022-05-09T06:10:25.000Z,22.30467,39.10358
0.04,3.2,3.4,145.713,63.263,146.441,76.077,2022-05-09T06:40:25.000Z,22.30465,39.1036
0.02,25.6,3.7,128.541,71.507,122.863,75.513,2022-05-09T07:10:25.000Z,22.30465,39.10362
0.02,2.76,2.54,237.346,74.048,160.907,79.931,2022-05-09T07:40:25.000Z,22.30465,39.1036
0.02,25.6,2.38,8.569,78.05,225.0,80.86,2022-05-09T08:10:25.000Z,22.30465,39.1036
0.07,10.24,5.16,279.023,71.074,156.28,78.121,2022-05-09T09:10:25.000Z,22.30467,39.1036
0.06,10.24,4.1,169.906,72.942,167.276,78.471,2022-05-09T09:40:25.000Z,22.30465,39.1036
0.03,14.62,2.2,104.85,75.427,70.56,80.311,2022-05-09T10:10:25.000Z,22.30465,39.1036
0.03,1.3,1.92,90.0,78.084,78.232,80.052,2022-05-09T10:40:25.000Z,22.30465,39.10358
0.04,25.6,2.28,4.62,76.995,90.0,79.912,2022-05-09T11:10:25.000Z,22.30467,39.10358
0.03,2.56,2.26,299.243,66.908,206.565,80.851,2022-05-09T11:40:25.000Z,22.30467,39.10358
0.02,1.28,1.7,257.047,76.857,161.313,78.134,2022-05-09T12:10:25.000Z,22.30467,39.10358
0.05,1.5,2.04,80.248,75.71,115.017,80.37,2022-05-09T12:40:25.000Z,22.30467,39.10358
0.06,1.56,1.82,344.249,79.407,28.61,80.531,2022-05-09T13:10:25.000Z,22.30468,39.1036
0.05,1.66,2.1,149.421,66.585,81.416,78.877,2022-05-09T13:40:25.000Z,22.30467,39.10362
0.04,20.48,2.3,146.31,75.561,120.964,80.099,2022-05-09T14:10:25.000Z,22.30467,39.1036
0.05,25.6,3.66,13.449,77.191,86.987,80.271,2022-05-09T14:40:25.000Z,22.30467,39.1036
0.03,25.6,4.58,329.668,76.594,267.879,79.951,2022-05-09T15:10:25.000Z,22.30468,39.1036
0.03,25.6,2.36,109.53,70.513,103.134,77.282,2022-05-09T15:40:25.000Z,22.3047,39.10362
0.02,2.76,2.68,90.794,53.498,90.0,78.494,2022-05-09T16:10:25.000Z,22.30472,39.1036
0.01,17.06,3.34,152.241,80.174,6.911,78.351,2022-05-09T16:40:25.000Z,22.30468,39.10362
0.02,25.6,4.0,77.735,77.21,100.437,79.483,2022-05-09T17:40:25.000Z,22.30467,39.10358
0.02,5.68,3.36,48.048,76.142,249.444,80.007,2022-05-09T18:10:25.000Z,22.30467,39.10358
0.05,25.6,8.96,70.463,78.38,90.0,79.832,2022-05-09T18:40:25.000Z,22.30468,39.10358
0.03,17.06,6.32,27.801,75.944,32.619,77.422,2022-05-09T19:40:25.000Z,22.30467,39.10362
0.05,25.6,9.06,2.337,72.847,350.018,75.836,2022-05-09T20:10:25.000Z,22.30467,39.10362
0.03,10.24,4.98,11.997,77.722,164.932,79.955,2022-05-09T21:10:25.000Z,22.30467,39.10358
0.02,25.6,4.34,99.462,77.834,72.031,79.473,2022-05-09T21:40:25.000Z,22.30467,39.1036
0.05,25.6,9.18,248.199,78.427,107.969,79.473,2022-05-09T22:10:25.000Z,22.30468,39.1036
0.06,25.6,10.26,329.207,71.318,331.798,74.57,2022-05-09T22:40:25.000Z,22.30468,39.1036
0.07,25.6,10.62,353.182,77.272,350.707,78.79,2022-05-09T23:10:25.000Z,22.30468,39.10357
0.11,25.6,12.78,140.711,79.895,137.592,73.903,2022-05-09T23:40:25.000Z,22.30458,39.10368
0.14,25.6,13.28,170.166,67.908,167.887,71.611,2022-05-10T00:10:25.000Z,22.30467,39.10357
0.05,20.48,7.96,197.922,68.928,184.175,75.392,2022-05-10T00:40:25.000Z,22.30468,39.1036
0.05,20.48,8.22,220.566,73.827,207.597,79.038,2022-05-10T01:10:25.000Z,22.30467,39.10358
0.05,25.6,9.78,60.492,69.517,63.75,74.302,2022-05-10T01:40:25.000Z,22.30468,39.1036
0.01,20.48,10.4,229.399,78.053,131.987,79.956,2022-05-10T02:10:25.000Z,22.30468,39.10357
0.01,25.6,10.6,283.213,76.207,284.589,77.984,2022-05-10T02:40:25.000Z,22.30467,39.10358
0.06,20.48,9.5,128.66,80.52,251.565,80.02,2022-05-10T03:10:25.000Z,22.30465,39.10358
0.03,20.48,5.84,116.565,80.495,45.63,78.439,2022-05-10T03:40:25.000Z,22.30465,39.10357
0.02,25.6,4.4,235.67,76.996,272.246,78.981,2022-05-10T04:10:25.000Z,22.30465,39.10357
0.02,25.6,3.92,302.005,79.52,320.194,80.407,2022-05-10T04:40:25.000Z,22.30463,39.10355
0.03,17.06,6.76,145.166,72.309,164.521,75.497,2022-05-10T05:10:25.000Z,22.30463,39.10358
0.02,20.48,4.86,34.192,74.493,65.695,78.288,2022-05-10T05:40:25.000Z,22.30465,39.10358
0.1,25.6,11.96,355.601,77.869,111.038,77.648,2022-05-10T06:10:25.000Z,22.30465,39.10358
0.08,20.48,10.74,45.813,72.703,25.396,76.565,2022-05-10T06:40:25.000Z,22.30465,39.1036
0.01,17.06,2.7,180.0,73.293,184.289,79.424,2022-05-10T07:40:25.000Z,22.30465,39.10358
0.03,2.76,2.5,134.011,60.616,140.906,76.838,2022-05-10T08:10:25.000Z,22.30465,39.1036
0.01,20.48,2.44,93.576,74.409,92.291,79.022,2022-05-10T08:40:25.000Z,22.30463,39.10362
0.05,9.3,4.66,137.514,75.063,142.595,77.564,2022-05-10T09:10:25.000Z,22.30467,39.10362
0.02,20.48,3.74,295.017,80.37,118.61,79.019,2022-05-10T10:10:25.000Z,22.30465,39.1036
0.03,25.6,2.82,25.145,78.856,350.538,80.545,2022-05-10T10:40:25.000Z,22.30465,39.1036
0.03,1.26,1.94,166.232,74.618,117.553,79.994,2022-05-10T11:10:25.000Z,22.30465,39.1036
0.03,20.48,2.28,116.241,74.495,101.041,79.357,2022-05-10T11:40:25.000Z,22.30465,39.1036
0.03,1.34,1.68,244.315,71.204,217.694,79.92,2022-05-10T12:40:25.000Z,22.30465,39.10358
0.04,1.5,1.78,243.829,72.898,172.405,78.595,2022-05-10T13:10:25.000Z,22.30463,39.10363
0.05,25.6,2.1,132.997,76.917,130.601,78.807,2022-05-10T13:40:25.000Z,22.30467,39.1036
0.06,1.56,2.42,138.062,73.9,103.57,79.838,2022-05-10T14:10:25.000Z,22.30467,39.1036
0.03,25.6,2.5,148.885,75.72,117.031,78.82,2022-05-10T15:10:25.000Z,22.30468,39.1036
0.03,14.62,2.34,282.065,75.537,316.548,79.985,2022-05-10T15:40:25.000Z,22.30468,39.1036
0.03,20.48,3.3,74.827,78.57,131.112,78.084,2022-05-10T16:10:25.000Z,22.30468,39.1036
0.02,9.3,2.84,4.316,76.703,61.39,80.03,2022-05-10T16:40:25.000Z,22.3047,39.10362
0.01,25.6,3.66,60.218,73.062,62.281,78.345,2022-05-10T17:10:25.000Z,22.3047,39.10357
0.05,25.6,8.34,25.942,79.382,341.896,78.832,2022-05-10T17:40:25.000Z,22.30468,39.10357
0.02,17.06,3.66,122.784,72.211,171.511,78.3,2022-05-10T18:10:25.000Z,22.30468,39.10357
0.01,14.62,3.22,85.553,77.371,5.807,78.645,2022-05-10T18:40:25.000Z,22.30465,39.10358
0.01,25.6,9.46,8.017,78.137,38.48,79.031,2022-05-10T19:10:25.000Z,22.30467,39.10358
0.03,14.62,6.04,69.55,78.495,10.176,79.444,2022-05-10T19:40:25.000Z,22.30467,39.1036
0.03,9.3,4.88,42.274,76.797,338.199,79.304,2022-05-10T20:10:25.000Z,22.30467,39.1036
0.01,20.48,8.22,107.083,72.036,96.941,76.303,2022-05-10T20:40:25.000Z,22.30465,39.10358
0.02,20.48,4.0,108.435,78.999,175.601,79.989,2022-05-10T21:10:25.000Z,22.30465,39.10358
0.06,25.6,9.58,88.025,79.871,48.013,80.494,2022-05-10T22:10:25.000Z,22.30467,39.10357
0.06,25.6,9.38,139.008,76.494,91.909,78.615,2022-05-10T22:40:25.000Z,22.30467,39.10358
0.08,25.6,10.36,335.854,73.088,327.426,77.571,2022-05-10T23:10:25.000Z,22.30465,39.10358
0.12,20.48,11.76,146.725,69.614,148.392,71.387,2022-05-10T23:40:25.000Z,22.30467,39.10357
0.14,25.6,14.7,159.528,74.418,155.489,72.141,2022-05-11T00:10:25.000Z,22.30467,39.10357
0.06,25.6,10.34,258.179,77.471,225.0,78.294,2022-05-11T00:40:25.000Z,22.30465,39.10357
0.06,25.6,10.1,337.874,77.04,344.197,76.541,2022-05-11T01:10:25.000Z,22.30463,39.10357
0.05,25.6,9.58,12.295,77.803,11.821,79.27,2022-05-11T01:40:25.000Z,22.30467,39.10357
0.05,25.6,9.68,329.123,76.422,316.521,77.799,2022-05-11T02:10:25.000Z,22.30467,39.10357
0.07,25.6,11.2,195.068,77.764,180.0,77.961,2022-05-11T03:10:25.000Z,22.30467,39.10357
0.05,25.6,8.34,151.39,73.755,151.032,78.453,2022-05-11T03:40:25.000Z,22.30465,39.10357
0.01,25.6,3.36,275.194,79.259,17.103,79.396,2022-05-11T04:40:25.000Z,22.30468,39.10358
0.04,25.6,8.16,32.661,77.272,10.204,76.899,2022-05-11T05:10:25.000Z,22.30465,39.10358
0.05,25.6,8.8,83.859,74.47,96.789,77.606,2022-05-11T05:40:25.000Z,22.30465,39.10358
0.03,2.76,2.7,94.65,41.668,104.452,76.959,2022-05-11T07:10:25.000Z,22.30465,39.10358
0.01,20.48,3.14,235.176,78.778,292.249,80.082,2022-05-11T07:40:25.000Z,22.30468,39.10357
0.02,20.48,2.84,164.617,72.853,166.701,78.758,2022-05-11T08:10:25.000Z,22.30468,39.10358
0.02,2.56,2.6,250.089,69.511,172.648,79.781,2022-05-11T08:40:25.000Z,22.30467,39.1036
0.05,25.6,4.04,300.847,77.636,255.964,80.701,2022-05-11T09:10:25.000Z,22.30467,39.1036
0.05,3.78,3.26,96.883,47.2,84.053,77.111,2022-05-11T09:40:25.000Z,22.30467,39.1036
0.04,25.6,2.84,10.222,75.96,15.642,78.945,2022-05-11T10:10:25.000Z,22.30468,39.1036
0.05,20.48,2.66,58.079,75.121,71.996,77.626,2022-05-11T10:40:25.000Z,22.30468,39.10357
0.04,14.62,2.38,131.677,76.557,130.314,79.296,2022-05-11T11:10:25.000Z,22.30468,39.10357
0.05,1.78,2.04,7.15,68.624,284.036,79.711,2022-05-11T11:40:25.000Z,22.30468,39.10358
0.04,1.72,1.82,70.813,67.484,94.514,79.505,2022-05-11T12:10:25.000Z,22.30468,39.10358
0.07,1.78,2.3,82.035,70.646,68.199,78.207,2022-05-11T12:40:25.000Z,22.30468,39.1036
0.05,25.6,2.16,165.556,78.283,140.711,80.464,2022-05-11T13:10:25.000Z,22.30468,39.1036
0.07,20.48,2.98,149.744,79.921,99.728,79.61,2022-05-11T13:40:25.000Z,22.30468,39.1036
0.07,25.6,3.62,243.914,76.679,113.806,79.543,2022-05-11T14:40:25.000Z,22.30467,39.10358
0.04,20.48,3.64,250.56,77.376,332.241,80.174,2022-05-11T15:10:25.000Z,22.3047,39.1036
0.04,25.6,2.74,81.773,77.636,85.03,78.237,2022-05-11T15:40:25.000Z,22.30472,39.1036
0.03,25.6,3.76,298.179,77.162,333.435,79.509,2022-05-11T16:10:25.000Z,22.30472,39.10358
0.01,17.06,4.5,281.384,74.767,324.669,77.098,2022-05-11T16:40:25.000Z,22.3047,39.10353
0.01,25.6,4.16,356.566,76.959,357.754,78.981,2022-05-11T17:10:25.000Z,22.3047,39.10353
0.02,14.62,3.92,168.69,78.359,198.435,80.778,2022-05-11T18:10:25.000Z,22.30467,39.10355
0.02,25.6,4.16,277.667,78.923,297.121,79.183,2022-05-11T19:10:25.000Z,22.30467,39.10355
0.01,20.48,4.02,186.072,77.194,235.62,80.112,2022-05-11T19:40:25.000Z,22.30468,39.10357
0.04,12.8,6.04,147.45,76.485,9.462,80.303,2022-05-11T20:10:25.000Z,22.30465,39.10357
0.05,25.6,9.04,352.038,75.093,19.058,76.28,2022-05-11T20:40:25.000Z,22.30467,39.1036
0.05,20.48,7.74,231.263,76.268,219.806,80.095,2022-05-11T21:10:25.000Z,22.30467,39.10357
0.05,25.6,9.54,6.023,71.824,8.403,77.425,2022-05-11T21:40:25.000Z,22.30467,39.10357
0.06,25.6,9.24,176.329,69.723,166.35,78.124,2022-05-11T22:10:25.000Z,22.30467,39.10357
0.05,14.62,6.92,333.159,73.291,333.638,75.87,2022-05-11T22:40:25.000Z,22.30465,39.1036
0.02,17.06,10.04,17.78,70.486,11.482,78.399,2022-05-11T23:10:25.000Z,22.30465,39.10362
0.17,25.6,15.52,147.885,71.701,156.342,71.373,2022-05-11T23:40:25.000Z,22.30465,39.10358
0.11,25.6,11.74,162.746,67.798,165.349,74.503,2022-05-12T00:10:25.000Z,22.30467,39.10358
0.05,14.62,7.34,331.557,79.94,127.875,80.12,2022-05-12T00:40:25.000Z,22.30465,39.10358
0.05,17.06,7.44,59.708,71.163,40.732,77.174,2022-05-12T01:10:25.000Z,22.30465,39.10358
0.05,25.6,8.94,295.61,75.528,299.168,79.054,2022-05-12T01:40:25.000Z,22.30465,39.10358
0.05,25.6,8.38,350.838,78.502,54.462,80.687,2022-05-12T02:10:25.000Z,22.30465,39.10358
0.02,14.62,5.78,188.746,79.45,155.158,78.637,2022-05-12T02:40:25.000Z,22.30465,39.10358
0.07,25.6,10.16,50.711,79.322,45.0,80.297,2022-05-12T03:10:25.000Z,22.30465,39.10358
0.05,25.6,8.16,353.199,76.558,339.444,78.972,2022-05-12T03:40:25.000Z,22.30467,39.10357
0.02,20.48,3.88,152.049,78.801,185.711,80.229,2022-05-12T04:40:25.000Z,22.30465,39.10358
0.02,25.6,4.66,167.255,77.543,164.055,79.28,2022-05-12T05:10:25.000Z,22.30465,39.10358
0.09,25.6,10.22,317.291,79.615,180.0,80.949,2022-05-12T06:10:25.000Z,22.30465,39.10358
0.02,20.48,3.14,160.677,74.285,191.31,80.217,2022-05-12T06:40:25.000Z,22.30467,39.1036
0.02,6.02,3.3,112.08,71.395,90.0,80.671,2022-05-12T07:10:25.000Z,22.30467,39.10358
0.01,12.8,4.18,164.055,79.28,134.119,79.187,2022-05-12T07:40:25.000Z,22.30465,39.10358
0.12,25.6,10.22,169.545,73.954,156.615,77.77,2022-05-12T09:10:25.000Z,22.30467,39.1036
0.04,1.26,2.38,167.062,71.44,333.435,80.228,2022-05-12T10:10:25.000Z,22.30465,39.1036
0.06,1.52,1.88,173.66,73.111,180.0,78.494,2022-05-12T10:40:25.000Z,22.30465,39.10357
0.06,25.6,2.26,54.162,73.659,90.0,79.145,2022-05-12T11:10:25.000Z,22.30465,39.10357
0.04,14.62,2.02,67.932,76.137,90.0,80.112,2022-05-12T11:40:25.000Z,22.30465,39.10357
0.03,1.32,1.64,66.595,78.084,123.69,79.878,2022-05-12T12:10:25.000Z,22.30467,39.10358
0.06,17.06,2.24,47.936,78.811,10.305,80.584,2022-05-12T12:40:25.000Z,22.30465,39.10362
0.06,17.06,2.1,133.973,72.796,127.875,80.12,2022-05-12T13:10:25.000Z,22.30465,39.10362
0.06,1.52,2.08,194.211,74.472,88.152,79.791,2022-05-12T13:40:25.000Z,22.30467,39.1036
0.07,20.48,2.78,203.776,74.584,138.652,78.346,2022-05-12T14:10:25.000Z,22.30467,39.1036
0.04,25.6,3.12,211.097,78.06,118.443,79.94,2022-05-12T15:10:25.000Z,22.30468,39.1036
0.03,20.48,3.24,69.444,75.42,24.775,80.459,2022-05-12T15:40:25.000Z,22.30468,39.1036
0.03,2.56,2.76,348.959,74.116,195.376,79.369,2022-05-12T16:10:25.000Z,22.30468,39.10358
0.02,25.6,2.88,189.031,74.728,185.117,78.319,2022-05-12T16:40:25.000Z,22.30467,39.10357
0.02,14.62,4.58,144.028,74.714,153.435,79.328,2022-05-12T17:10:25.000Z,22.30467,39.10357
0.02,5.12,3.46,334.983,79.707,181.302,79.266,2022-05-12T18:10:25.000Z,22.30465,39.10357
0.03,11.36,5.4,162.242,74.394,158.199,79.522,2022-05-12T18:40:25.000Z,22.30465,39.10355
0.02,20.48,4.02,283.392,78.422,308.29,79.088,2022-05-12T19:10:25.000Z,22.30465,39.10358
0.01,25.6,5.22,319.399,77.291,315.0,78.871,2022-05-12T19:40:25.000Z,22.30463,39.1036
0.01,25.6,4.04,128.66,79.75,107.65,79.179,2022-05-12T20:10:25.000Z,22.30465,39.1036
0.02,20.48,10.02,321.159,77.014,331.504,74.453,2022-05-12T20:40:25.000Z,22.30467,39.10358
0.06,25.6,10.14,233.427,77.911,189.62,78.623,2022-05-12T21:10:25.000Z,22.30467,39.10358
0.04,14.62,6.48,349.651,71.169,356.074,76.873,2022-05-12T21:40:25.000Z,22.30467,39.10358
0.06,25.6,8.7,341.131,74.121,358.794,77.174,2022-05-12T22:10:25.000Z,22.30465,39.10358
0.07,25.6,10.04,1.193,79.104,339.193,78.882,2022-05-12T22:40:25.000Z,22.30465,39.10358
0.06,14.62,7.6,149.275,70.589,138.857,75.868,2022-05-12T23:10:25.000Z,22.30465,39.10358
0.18,20.48,14.56,156.864,76.144,158.051,71.936,2022-05-12T23:40:25.000Z,22.30462,39.1036
0.06,14.62,7.16,135.807,76.949,158.311,77.187,2022-05-13T00:10:25.000Z,22.30463,39.10358
0.06,25.6,9.24,69.528,77.793,51.953,79.863,2022-05-13T00:40:25.000Z,22.30463,39.10358
0.05,25.6,8.82,5.988,75.119,10.62,79.729,2022-05-13T01:10:25.000Z,22.30463,39.10357
0.04,17.06,6.62,350.538,78.831,126.87,80.631,2022-05-13T01:40:25.000Z,22.30463,39.10357
0.03,8.52,4.48,185.947,77.111,191.041,79.357,2022-05-13T02:10:25.000Z,22.30463,39.10357
0.07,20.48,9.04,133.698,73.261,127.117,79.17,2022-05-13T02:40:25.000Z,22.30463,39.10357
0.08,25.6,11.18,357.754,76.88,13.069,78.719,2022-05-13T03:10:25.000Z,22.30465,39.10357
0.02,25.6,3.62,10.505,74.699,21.541,79.394,2022-05-13T04:40:25.000Z,22.30463,39.1036
0.03,12.8,5.82,36.87,75.28,18.778,78.909,2022-05-13T05:10:25.000Z,22.30463,39.1036
0.03,20.48,7.46,122.347,76.693,124.315,77.949,2022-05-13T05:40:25.000Z,22.30463,39.10358
0.09,25.6,10.56,92.429,74.2,73.301,78.508,2022-05-13T06:10:25.000Z,22.30465,39.10358
0.01,25.6,2.92,296.732,74.707,292.036,79.214,2022-05-13T06:40:25.000Z,22.30465,39.1036
0.01,9.3,2.62,177.797,79.991,356.987,80.271,2022-05-13T08:10:25.000Z,22.30465,39.1036
0.01,17.06,4.04,297.031,74.206,323.13,79.226,2022-05-13T08:40:25.000Z,22.30467,39.10358
0.07,17.06,7.42,153.435,76.096,167.367,78.639,2022-05-13T09:10:25.000Z,22.30467,39.10358
0.04,7.3,4.46,179.193,72.1,180.0,79.952,2022-05-13T09:40:25.000Z,22.30465,39.10358
0.04,3.64,2.84,101.987,58.952,92.637,74.76,2022-05-13T11:10:25.000Z,22.30468,39.10358
0.05,3.78,2.28,93.623,55.788,108.138,78.574,2022-05-13T11:40:25.000Z,22.3047,39.1036
0.05,1.56,1.98,140.845,69.48,128.66,78.974,2022-05-13T12:10:25.000Z,22.3047,39.1036
0.06,25.6,2.82,99.353,77.542,77.661,79.721,2022-05-13T12:40:25.000Z,22.30467,39.10362
0.05,1.72,1.78,26.292,73.232,76.908,79.261,2022-05-13T13:10:25.000Z,22.30467,39.10362
0.06,25.6,2.16,225.331,76.03,131.987,80.494,2022-05-13T13:40:25.000Z,22.30467,39.10362
0.05,25.6,3.18,132.53,73.534,127.073,78.763,2022-05-13T14:10:25.000Z,22.30467,39.1036
0.06,25.6,4.36,315.0,77.945,125.538,79.654,2022-05-13T14:40:25.000Z,22.30467,39.10362
0.02,25.6,2.34,234.028,77.935,74.055,80.74,2022-05-13T15:10:25.000Z,22.30468,39.10362
0.04,25.6,2.68,2.626,76.585,43.025,79.387,2022-05-13T15:40:25.000Z,22.30468,39.1036
0.02,2.04,2.32,336.515,66.146,32.276,80.134,2022-05-13T16:10:25.000Z,22.3047,39.10358
0.02,2.48,2.44,318.896,72.777,63.435,80.138,2022-05-13T16:40:25.000Z,22.30468,39.10357
0.02,1.86,2.34,352.875,79.416,91.909,79.831,2022-05-13T17:10:25.000Z,22.30467,39.10358
0.01,17.06,3.66,47.802,72.568,70.56,78.858,2022-05-13T17:40:25.000Z,22.30468,39.10357
0.02,17.06,3.92,182.703,71.194,198.06,79.089,2022-05-13T18:10:25.000Z,22.30467,39.10357
